YEAR,FILED,TOLID,OFFICE,CANAL,AREA,VARITE,AGE,Y,TON
1393,01-26,1,1,01,24.42,CP69,R1,113.96,2782.83
1393,01-30,1,1,01,23.11,CP69,R1,112.95,2610.32
1393,02-07,1,2,02,21.59,CP48,R1,108.82,2349.40
1393,02-11,1,2,02,25.26,CP48,R1,95.83,2420.57
1393,02-15,1,2,02,22.86,CP48,P,121.46,2776.47
1393,02-19,1,2,02,24.59,CP69,P,129.71,3189.47
1393,02-29,1,2,02,25.01,CP69,R1,104.43,2298.49
1393,03-10,1,1,03,23.2,CP69,R1,117.06,2715.71
1393,03-24,1,1,03,23.28,CP69,R1,100.37,2336.56
1393,03-28,1,1,03,20.24,CP69,P,139.15,2816.31
1393,04-03,1,2,04,23.41,CP48,R1,100.05,2342.11
1393,04-07,1,2,04,23.46,CP57,R1,106.90,2507.91
1393,04-11,1,2,04,23.6,CP48,P,130.97,3090.95
1393,04-17,1,2,04,23.01,CP69,P,140.30,3228.29
1393,04-35,1,2,04,15.28,CP69,R1,133.23,1950.56
1393,05-03,1,1,05,24.51,CP57,R2,84.31,2066.45
1393,05-04,1,1,05,23.24,CP73,R1,105.11,2442.66
1393,05-06,1,1,05,23.4,CP69,R2,124.18,2433.95
1393,05-07,1,1,05,23.3,CP57,R1,105.39,2455.49
1393,05-18,1,1,05,22.88,CP57,R1,78.46,1795.26
1393,05-19,1,1,05,22.89,CP73,P,121.24,2775.28
1393,05-23,1,1,05,23.04,CP69,R1,123.91,2854.82
1393,05-24,1,1,05,23.42,CP57,R1,107.93,2527.79
1393,06-03,1,2,06,23.4,CP48,R2,91.35,2137.62
1393,06-08,1,2,06,22.94,CP48,R2,93.01,2133.72
1393,06-09,1,2,06,23.08,CP48,R2,94.57,2182.61
1393,06-15,1,2,06,22.2,CP69,R2,106.44,2363.05
1393,07-04,1,1,07,23.54,CP70,R2,97.58,2296.93
1393,07-12,1,1,07,22.22,CP70,R2,98.75,1996.77
1393,07-20,1,1,07,23.13,CP73,R1,82.24,1902.24
1393,08-05,1,2,08,23.31,CP57,R2,87.44,2038.27
1393,08-11,1,2,08,23.27,CP57,R2,107.44,2500.07
1393,08-17,1,2,08,22.48,CP57,R2,102.19,2297.14
1393,08-27,1,2,08,23.56,CP69,R2,110.97,2614.48
1393,08-29,1,2,08,11.64,CP69,P,123.54,1438.06
1393,09-06,1,1,09,23.25,CP48,R2,83.57,1942.99
1393,09-12,1,1,09,23.25,CP48,R1,116.90,2717.81
1393,09-20,1,1,09,23.58,CP48,R1,110.55,2606.74
1393,09-28,1,1,09,22.39,CP48,R1,102.71,2299.70
1393,10-03,1,2,10,23.07,CP70,R3,58.03,1338.74
1393,10-09,1,2,10,23.2,CP48,R3,83.38,1934.50
1393,10-15,1,2,10,22.37,CP70,R2,98.16,2195.84
1393,10-21,1,2,10,23.37,CP69,R2,99.01,2150.50
1393,10-25,1,2,10,23.51,CP69,R2,92.38,2171.80
1393,11-04,1,1,11,23.13,CP48,R2,90.09,2083.70
1393,11-10,1,1,11,22.44,CP69,R2,114.02,2558.55
1393,11-14,1,1,11,22.94,CP48,R2,87.38,2004.50
1393,11-20,1,1,11,22.69,CP57,R2,96.54,2190.54
1393,11-24,1,1,11,22.91,CP48,R2,101.99,2336.56
1393,11-30,1,1,11,9.52,CP48,R1,113.66,1082.00
1393,12-04,1,2,12,23.4,CP57,R3,74.33,1739.24
1393,12-10,1,2,12,23.4,CP57,R3,63.57,1487.58
1393,12-15,1,2,12,20.1,CP73,P,113.99,2291.17
1393,12-17,1,2,12,22.6,CP69,R3,85.06,1922.36
1393,12-20,1,2,12,23.4,CP57,R3,79.42,1858.46
1393,12-23,1,2,12,24,CP69,R2,99.21,2347.35
1393,12-26,1,2,12,23.3,CP69,R3,90.90,2117.96
1393,12-27,1,2,12,24.61,CP69,R1,120.09,2955.41
1393,13-04,1,1,13,23.06,CP69,R2,123.06,2837.68
1393,13-12,1,1,13,22.83,CP69,R2,109.20,2492.93
1393,13-20,1,1,13,22.9,CP69,R3,97.98,2174.10
1393,13-26,1,1,13,22.91,CP69,R2,102.50,2348.33
1393,14-04,1,2,14,23,CP69,R2,106.11,2438.37
1393,14-05,1,2,14,23.3,CP57,R3,66.15,1541.22
1393,14-06,1,2,14,23.3,CP69,R3,103.27,2406.09
1393,14-13,1,2,14,23.6,CP73,R3,93.69,2210.99
1393,14-19,1,2,14,23.39,CP73,R2,108.50,2537.80
1393,14-20,1,2,14,23.4,CP69,R3,81.67,1911.18
1393,14-23,1,2,14,23.4,CP69,R3,97.19,2274.32
1393,14-24,1,2,14,23.3,CP69,R3,94.14,2193.39
1393,15-04,2,3,15,23.54,CP57,R2,111.52,2625.14
1393,15-07,2,3,15,23.6,CP69,R2,108.93,2570.66
1393,15-08,2,3,15,23.34,CP73,R1,106.66,2489.48
1393,15-11,2,3,15,23.44,CP69,R2,115.01,2695.93
1393,15-12,2,3,15,23.51,CP57,R2,99.43,2337.71
1393,15-21,2,3,15,23.6,CP69,R2,108.82,2568.06
1393,15-24,2,3,15,23.64,CP57,R2,105.10,2484.52
1393,16-02,2,4,16,23.8,CP73,R3,72.43,1723.87
1393,16-03,2,4,16,23.4,CP48,R3,86.05,2013.59
1393,16-06,2,4,16,23.59,CP73,R2,86.50,2040.51
1393,16-07,2,4,16,23.6,CP48,R3,87.90,2074.40
1393,16-12,2,4,16,23.7,CP73,R3,65.85,1560.71
1393,16-18,2,4,16,22,CP69,R3,78.82,1734.11
1393,16-21,2,4,16,23.3,CP57,R3,48.64,1133.29
1393,16-23,2,4,16,23.5,CP69,R3,85.82,2016.75
1393,17-04,2,3,17,23.59,CP48,R2,95.15,2244.69
1393,17-09,2,3,17,23.13,CP48,R2,96.73,2237.42
1393,17-10,2,3,17,22.82,CP48,R1,120.90,2758.88
1393,17-14,2,3,17,23.47,CP48,R2,107.72,2528.12
1393,17-19,2,3,17,23.1,CP48,R2,109.10,2520.29
1393,17-20,2,3,17,23.15,CP69,R2,133.96,3101.18
1393,17-23,2,3,17,23.44,CP48,R2,104.22,2442.81
1393,17-24,2,3,17,22.91,CP48,R2,111.46,2553.52
1393,18-03,2,4,18,23.76,CP57,R2,82.07,1950.09
1393,18-04,2,4,18,23.19,CP57,R1,95.15,2206.47
1393,18-10,2,4,18,23.26,CP57,R2,85.88,1997.62
1393,18-11,2,4,18,23.21,CP57,R2,79.99,1856.51
1393,18-14,2,4,18,23.7,CP57,R2,81.31,1927.14
1393,18-20,2,4,18,23.17,CP69,R2,96.59,2238.10
1393,18-21,2,4,18,23.41,CP57,P,120.11,2811.78
1393,18-25,2,4,18,23.4,CP69,R2,85.54,2001.53
1393,19-04,2,3,19,23.33,CP73,R1,92.62,2160.92
1393,19-05,2,3,19,23.3,CP73,R2,68.57,1597.57
1393,19-06,2,3,19,23.08,CP69,R2,106.94,2468.26
1393,19-14,2,3,19,24.05,CP69,R2,116.27,2796.21
1393,19-17,2,3,19,22.74,CP73,R2,85.28,1939.38
1393,19-21,2,3,19,23.25,CP73,R2,84.57,1966.29
1393,19-22,2,3,19,12.41,CP73,R1,107.69,1336.44
1393,19-24,2,3,19,13.22,CP73,P,113.93,1506.22
1393,20-03,2,4,20,23.25,CP48,R1,106.29,2471.28
1393,20-06,2,4,20,23.05,CP48,R2,107.91,2487.31
1393,20-07,2,4,20,23.35,CP48,R2,90.29,2108.27
1393,20-12,2,4,20,23.51,CP48,R2,90.73,2133.07
1393,20-17,2,4,20,11.05,CP69,R2,87.97,884.07
1393,20-20,2,4,20,23.23,IRC,R2,84.69,1967.40
1393,20-26,2,4,20,23.62,CP69,R2,80.20,1733.93
1393,21-03,2,3,21,24.9,CP57,R2,78.16,1946.22
1393,21-04,2,3,21,23.49,CP69,R2,98.49,2313.53
1393,21-13,2,3,21,23.59,CP57,R2,89.59,2113.47
1393,21-14,2,3,21,23.54,CP57,R2,76.38,1797.99
1393,22-03,2,4,22,16.18,CP69,R2,80.31,1299.45
1393,22-07,2,4,22,12.93,CP48,R2,86.27,1115.41
1393,23-01,2,3,23,13.27,CP69,R1,121.23,1608.69
1393,24-03,2,4,24,27.35,CP69,R2,115.56,3160.51
1393,24-06,2,4,24,19.44,CP69,R2,66.19,1286.67
1393,24-13,2,4,24,26.92,CP69,R1,115.84,3118.37
1393,24-15,2,4,24,27.29,CP69,R1,109.96,3000.88
1393,25-09,2,3,25,25.3,CP69,P,133.42,3375.55
1393,25-15,2,3,25,19.25,CP69,R1,113.40,2182.90
1393,26-01,2,4,26,17.44,CP69,R1,104.68,1825.63
1393,26-02,2,4,26,24.8,CP69,P,135.26,3354.39
1393,26-08,2,4,26,24.67,CP69,R1,116.19,2866.35
1393,26-11,2,4,26,16.92,CP69,R1,91.66,1550.87
1393,26-12,2,4,26,24.87,CP69,R1,111.85,2781.66
1393,27-04,2,3,27,23.75,CP69,R1,113.62,2698.52
1393,27-07,2,3,27,18.76,CP69,R1,120.11,2133.13
1393,29-02,2,3,29,19.85,CP69,R1,115.74,2297.50
1394,01-22,1,1,01,22.72,CP57,P,104.32,2370.15
1394,01-26,1,1,01,24.42,CP69,R2,115.20,2813.10
1394,01-30,1,1,01,23.11,CP69,R2,131.28,3033.80
1394,02-07,1,2,02,21.59,CP48,R2,110.24,2380.02
1394,02-11,1,2,02,25.26,CP48,R2,112.88,2851.42
1394,02-15,1,2,02,22.86,CP48,R1,125.69,2873.27
1394,02-19,1,2,02,24.59,CP69,R1,128.40,3157.26
1394,02-29,1,2,02,25.01,CP69,R2,96.44,2315.55
1394,03-10,1,1,03,23.2,CP69,R2,112.05,2599.63
1394,03-24,1,1,03,23.28,CP69,R2,111.01,2584.35
1394,03-28,1,1,03,20.24,CP69,R1,113.65,2300.34
1394,04-03,1,2,04,23.41,CP48,R2,108.53,2540.77
1394,04-07,1,2,04,23.46,CP57,R2,109.47,2568.27
1394,04-11,1,2,04,23.6,CP48,R1,120.79,2850.57
1394,04-17,1,2,04,23.01,CP69,R1,140.04,3222.36
1394,04-35,1,2,04,14.64,CP69,R2,132.05,1933.14
1394,05-03,1,1,05,24.51,CP57,R3,97.58,2391.76
1394,05-04,1,1,05,23.24,CP73,R2,120.37,2797.41
1394,05-06,1,1,05,23.4,CP69,R3,102.01,2387.07
1394,05-07,1,1,05,23.3,CP57,R2,115.58,2693.00
1394,05-18,1,1,05,22.88,CP57,R2,95.93,2194.93
1394,05-19,1,1,05,22.89,CP73,R1,123.15,2818.98
1394,05-23,1,1,05,23.04,CP69,R2,110.91,2555.46
1394,05-24,1,1,05,23.42,CP57,R2,105.46,2469.86
1394,06-03,1,2,06,23.4,CP48,R3,90.45,2116.46
1394,06-08,1,2,06,22.94,CP48,R3,100.59,2216.93
1394,06-09,1,2,06,23.08,CP48,R3,102.26,2360.07
1394,06-15,1,2,06,22.2,CP69,R3,108.58,2410.58
1394,07-04,1,1,07,23.54,CP70,R3,114.31,2690.84
1394,07-12,1,1,07,22.22,CP70,R3,100.06,2223.26
1394,07-20,1,1,07,18.13,CP73,R2,117.87,2137.05
1394,08-05,1,2,08,23.31,CP57,R3,73.23,1706.88
1394,08-11,1,2,08,23.27,CP57,R3,92.96,2107.33
1394,08-17,1,2,08,22.48,CP57,R3,92.81,2086.38
1394,08-27,1,2,08,23.56,CP69,R3,103.59,2440.53
1394,08-29,1,2,08,11.64,CP69,R1,112.09,1304.74
1394,09-06,1,1,09,23.25,CP48,R3,90.33,2100.10
1394,09-12,1,1,09,23.25,CP48,R2,98.94,2300.27
1394,09-20,1,1,09,23.58,CP48,R2,112.27,2647.32
1394,09-28,1,1,09,22.39,CP48,R2,91.04,2038.49
1394,10-09,1,2,10,23.2,CP48,R4,73.84,1713.08
1394,10-15,1,2,10,22.37,CP70,R3,94.44,2112.65
1394,10-21,1,2,10,23.37,CP69,R3,96.84,2263.27
1394,10-25,1,2,10,23.51,CP69,R3,106.32,2499.60
1394,11-04,1,1,11,23.13,CP48,R3,90.15,2085.13
1394,11-10,1,1,11,22.44,CP69,R3,98.20,2203.61
1394,11-14,1,1,11,22.94,CP48,R3,73.76,1692.08
1394,11-20,1,1,11,22.69,CP57,R3,73.27,1662.43
1394,11-24,1,1,11,22.91,CP48,R3,75.96,1740.22
1394,11-30,1,1,11,9.52,CP48,R2,110.61,1053.04
1394,12-04,1,2,12,23.4,CP57,R4,74.19,1735.95
1394,12-15,1,2,12,8.58,CP73,R1,130.73,627.49
1394,12-20,1,2,12,23.4,CP57,R4,81.44,1905.59
1394,12-23,1,2,12,23.66,CP69,R3,91.43,2163.31
1394,12-26,1,2,12,23.3,CP69,R4,96.36,2245.17
1394,12-27,1,2,12,24.61,CP69,R2,107.03,2633.96
1394,13-04,1,1,13,23.06,CP69,R3,108.27,2496.74
1394,13-12,1,1,13,22.83,CP69,R3,103.69,2367.27
1394,13-20,1,1,13,22.19,CP69,R4,91.77,2036.43
1394,13-26,1,1,13,22.91,CP69,R3,94.00,2153.53
1394,14-03,1,2,14,23.9,CP57,R4,71.51,1709.20
1394,14-04,1,2,14,22.98,CP69,R3,95.56,2196.05
1394,14-06,1,2,14,23.3,CP69,R4,87.58,2040.58
1394,14-13,1,2,14,23.6,CP73,R4,79.76,1882.40
1394,14-19,1,2,14,23.39,CP73,R3,99.59,2329.43
1394,14-20,1,2,14,23.4,CP69,R4,75.01,1755.12
1394,14-23,1,2,14,23.4,CP69,R4,91.19,2133.79
1394,14-24,1,2,14,23.3,CP69,R4,85.21,1985.29
1394,15-04,2,3,15,23.54,CP57,R3,91.29,2148.95
1394,15-07,2,3,15,23.6,CP69,R3,106.92,2523.25
1394,15-08,2,3,15,23.34,CP73,R2,99.54,2323.15
1394,15-11,2,3,15,23.44,CP69,R3,90.42,2119.55
1394,15-12,2,3,15,23.51,CP57,R3,89.84,2112.08
1394,15-21,2,3,15,23.6,CP69,R3,79.84,1884.22
1394,15-24,2,3,15,23.64,CP57,R3,95.45,2138.06
1394,16-02,2,4,16,23.8,CP73,R4,97.59,2322.69
1394,16-03,2,4,16,23.4,CP48,R4,89.18,2086.71
1394,16-06,2,4,16,23.59,CP73,R3,106.97,2523.43
1394,16-07,2,4,16,23.6,CP48,R4,86.79,2048.34
1394,16-18,2,4,16,22,CP69,R4,79.45,1747.90
1394,16-23,2,4,16,23.5,CP69,R4,81.59,1917.36
1394,17-04,2,3,17,23.59,CP48,R3,90.59,2136.92
1394,17-09,2,3,17,23.13,CP48,R3,94.08,2175.98
1394,17-10,2,3,17,22.82,CP48,R2,106.56,2431.71
1394,17-14,2,3,17,23.47,CP48,R3,94.67,2221.95
1394,17-19,2,3,17,23.1,CP48,R3,97.44,2250.82
1394,17-20,2,3,17,23.15,CP69,R3,109.31,2530.49
1394,17-23,2,3,17,23.44,CP48,R3,102.48,2350.87
1394,17-24,2,3,17,22.91,CP48,R3,101.40,2323.14
1394,18-03,2,4,18,23.76,CP57,R3,92.32,2193.54
1394,18-04,2,4,18,23.19,CP57,R2,100.76,2336.73
1394,18-10,2,4,18,23.26,CP57,R3,93.82,2182.33
1394,18-11,2,4,18,23.21,CP57,R3,101.85,2364.00
1394,18-14,2,4,18,23.7,CP57,R3,100.94,2392.18
1394,18-20,2,4,18,23.17,CP69,R3,113.84,2637.62
1394,18-21,2,4,18,23.41,CP57,R1,117.45,2749.43
1394,18-25,2,4,18,23.4,CP69,R3,89.51,2094.63
1394,19-04,2,3,19,23.33,CP73,R2,114.55,2672.40
1394,19-05,2,3,19,23.3,CP73,R3,95.09,2215.51
1394,19-06,2,3,19,23.08,CP69,R3,119.23,2751.88
1394,19-14,2,3,19,24.05,CP69,R3,103.48,2488.58
1394,19-17,2,3,19,22.74,CP73,R3,104.65,2379.73
1394,19-21,2,3,19,23.25,CP73,R3,102.32,2378.84
1394,19-22,2,3,19,12.41,CP73,R2,124.86,1549.54
1394,19-24,2,3,19,13.22,CP73,R1,112.98,1493.61
1394,20-03,2,4,20,23.25,CP48,R2,109.12,2537.10
1394,20-06,2,4,20,23.05,CP48,R3,109.90,2533.15
1394,20-07,2,4,20,23.35,CP48,R3,93.44,2181.86
1394,20-12,2,4,20,23.51,CP48,R3,100.84,2370.78
1394,20-17,2,4,20,11.05,CP69,R3,107.32,1185.88
1394,20-20,2,4,20,18.63,IRC,R3,79.42,1479.62
1394,20-26,2,4,20,23.62,CP69,R3,75.00,1771.58
1394,21-03,2,3,21,24.9,CP57,R3,101.92,2537.71
1394,21-04,2,3,21,23.49,CP69,R3,99.71,2342.15
1394,21-13,2,3,21,23.59,CP57,R3,96.08,2266.44
1394,21-14,2,3,21,23.54,CP57,R3,89.94,2117.12
1394,22-03,2,4,22,16.18,CP69,R3,73.29,1185.78
1394,22-07,2,4,22,12.93,CP48,R3,91.25,1179.84
1394,23-01,2,3,23,13.27,CP69,R2,105.18,1395.72
1394,24-03,2,4,24,27.35,CP69,R3,117.82,3222.30
1394,24-13,2,4,24,26.92,CP69,R2,112.27,3022.24
1394,24-15,2,4,24,27.29,CP69,R2,113.36,3093.62
1394,25-09,2,3,25,25.3,CP69,R1,138.80,3442.18
1394,25-15,2,3,25,19.25,CP69,R2,98.90,1903.89
1394,26-01,2,4,26,17.44,CP69,R2,116.19,2026.30
1394,26-02,2,4,26,24.8,CP69,R1,126.68,3141.75
1394,26-08,2,4,26,24.67,CP69,R2,121.63,3000.54
1394,26-11,2,4,26,16.92,CP69,R2,110.59,1871.18
1394,26-12,2,4,26,24.87,CP69,R2,124.27,3090.67
1394,27-04,2,3,27,23.75,CP69,R2,114.10,2709.91
1394,27-07,2,3,27,18.76,CP69,R2,113.90,2136.82
1394,29-02,2,3,29,19.85,CP69,R2,91.73,1820.80
1395,01-22,1,1,01,22.72,CP57,R1,93.05,2114.04
1395,01-26,1,1,01,24.42,CP69,R3,103.57,2529.19
1395,01-30,1,1,01,23.11,CP69,R3,117.40,2713.04
1395,02-07,1,2,02,21.59,CP48,R3,80.61,1739.60
1395,02-11,1,2,02,25.26,CP48,R3,83.99,2121.55
1395,02-19,1,2,02,24.59,CP69,R2,121.76,2994.04
1395,02-29,1,2,02,25.01,CP69,R3,88.77,2220.26
1395,02-39,1,2,02,14.43,CP69,P,147.03,2121.58
1395,03-10,1,1,03,23.2,CP69,R3,98.82,2292.65
1395,03-24,1,1,03,23.28,CP69,R3,97.07,2259.78
1395,03-28,1,1,03,20.24,CP69,R2,83.05,1639.32
1395,04-03,1,2,04,23.41,CP48,R3,73.35,1716.35
1395,04-07,1,2,04,23.46,CP57,R3,85.19,1998.50
1395,04-11,1,2,04,23.6,CP48,R2,115.03,2714.78
1395,04-17,1,2,04,23.01,CP69,R2,117.81,2710.82
1395,04-35,1,2,04,14.64,CP69,R3,114.54,1676.91
1395,05-03,1,1,05,24.51,CP57,R4,78.49,1923.91
1395,05-04,1,1,05,23.24,CP73,R3,96.32,2238.56
1395,05-06,1,1,05,23.4,CP69,R4,87.35,2044.00
1395,05-07,1,1,05,23.3,CP57,R3,96.60,2250.82
1395,05-18,1,1,05,22.88,CP57,R3,64.31,1407.13
1395,05-19,1,1,05,22.89,CP73,R2,98.12,2246.06
1395,05-23,1,1,05,23.04,CP69,R3,84.45,1945.81
1395,05-24,1,1,05,23.42,CP57,R3,63.16,1479.27
1395,06-03,1,2,06,23.4,CP48,R4,77.08,1803.60
1395,06-08,1,2,06,22.94,CP48,R4,65.97,1513.28
1395,06-09,1,2,06,23.08,CP48,R4,86.39,1993.91
1395,06-15,1,2,06,22.2,CP69,R4,74.27,1648.89
1395,07-04,1,1,07,23.54,CP70,R4,69.14,1627.51
1395,07-12,1,1,07,22.22,CP70,R4,78.71,1748.98
1395,07-20,1,1,07,18.13,CP73,R3,96.55,1653.85
1395,08-03,1,2,08,23.45,CP57,R4,66.54,1560.46
1395,08-11,1,2,08,23.27,CP57,R4,66.82,1554.91
1395,08-27,1,2,08,23.56,CP69,R4,78.46,1848.63
1395,09-06,1,1,09,23.25,CP48,R4,69.09,1571.86
1395,09-12,1,1,09,23.25,CP48,R3,67.74,1574.90
1395,09-20,1,1,09,23.58,CP48,R3,62.77,1417.32
1395,09-28,1,1,09,22.39,CP48,R3,76.27,1707.76
1395,09-32,1,1,09,14.26,CP48,P,133.27,1873.82
1395,10-03,1,2,10,23.41,CP57,P,100.53,2353.39
1395,10-13,1,2,10,23.2,CP48,R5,65.62,1522.28
1395,10-15,1,2,10,22.37,CP70,R4,53.57,1198.46
1395,10-21,1,2,10,23.37,CP69,R4,66.12,1545.19
1395,10-25,1,2,10,23.51,CP69,R4,67.59,1589.09
1395,11-04,1,1,11,23.13,CP48,R4,64.51,1492.15
1395,11-10,1,1,11,22.44,CP69,R4,74.78,1678.01
1395,11-18,1,1,11,22.04,CP48,R4,44.26,975.43
1395,12-22,1,2,12,23.33,CP57,R5,41.66,971.87
1395,12-25,1,2,12,23.27,CP69,R4,73.06,1700.14
1395,12-26,1,2,12,23.3,CP69,R5,55.66,1296.78
1395,12-27,1,2,12,24.61,CP69,R3,98.45,2422.87
1395,13-04,1,1,13,23.06,CP69,R4,82.91,1911.86
1395,13-12,1,1,13,22.83,CP69,R4,66.77,1504.22
1395,13-20,1,1,13,22.19,CP69,R5,78.37,1739.01
1395,13-24,1,1,13,22.6,CP69,R4,88.10,1991.09
1395,14-04,1,2,14,22.98,CP69,R4,69.36,1593.89
1395,14-06,1,2,14,23.3,CP69,R5,69.43,1617.77
1395,14-17,1,2,14,22.3,CP73,R5,67.64,1508.37
1395,14-19,1,2,14,23.39,CP73,R4,84.14,1967.99
1395,14-23,1,2,14,23.4,CP69,R5,74.75,1749.12
1395,15-04,2,3,15,23.54,CP57,R4,54.87,1291.69
1395,15-07,2,3,15,23.6,CP69,R4,83.27,1965.06
1395,15-08,2,3,15,23.34,CP73,R3,80.31,1874.41
1395,15-09,2,3,15,23.44,CP69,R4,67.19,1586.35
1395,15-20,2,3,15,23.22,CP57,R4,54.48,1258.41
1395,15-24,2,3,15,23.64,CP57,R4,60.19,1422.78
1395,16-02,2,4,16,23.8,CP73,R5,70.14,1669.43
1395,16-03,2,4,16,23.4,CP48,R5,62.16,1454.53
1395,16-06,2,4,16,23.59,CP73,R4,71.65,1690.23
1395,16-08,2,4,16,23.48,CP57,P,111.45,2616.82
1395,16-21,2,4,16,22.48,CP69,P,99.74,2375.84
1395,16-19,2,4,16,23.61,IRC,P,110.04,2597.99
1395,16-20,2,4,16,23.4,CP69,R5,70.15,1641.60
1395,17-03,2,3,17,23.08,CP73,P,125.67,2850.14
1395,17-04,2,3,17,23.59,CP48,R4,73.80,1741.05
1395,17-09,2,3,17,23.13,CP48,R4,59.07,1366.38
1395,17-10,2,3,17,22.82,CP48,R3,75.77,1729.07
1395,17-14,2,3,17,23.47,CP48,R4,75.81,1779.15
1395,17-19,2,3,17,23.1,CP48,R4,65.54,1513.90
1395,17-20,2,3,17,23.15,CP69,R4,70.62,1634.95
1395,17-23,2,3,17,23.44,CP48,R4,68.15,1597.50
1395,17-24,2,3,17,22.91,CP48,R4,65.47,1499.89
1395,18-03,2,4,18,23.76,CP57,R4,78.48,1864.76
1395,18-04,2,4,18,23.19,CP57,R3,95.16,2206.83
1395,18-10,2,4,18,23.26,CP57,R4,84.92,1975.32
1395,18-11,2,4,18,23.21,CP57,R4,68.36,1586.71
1395,18-14,2,4,18,23.7,CP57,R4,82.87,1964.07
1395,18-20,2,4,18,23.17,CP69,R4,93.50,2166.30
1395,18-21,2,4,18,23.41,CP57,R2,113.74,2662.61
1395,18-25,2,4,18,23.4,CP69,R4,75.09,1757.02
1395,18-28,2,4,18,22.58,CP57,R1,82.99,1873.86
1395,19-04,2,3,19,23.33,CP73,R3,106.20,2477.68
1395,19-05,2,3,19,23.3,CP73,R4,78.14,1820.66
1395,19-06,2,3,19,23.08,CP69,R4,92.53,2135.65
1395,19-14,2,3,19,24.05,CP69,R4,91.90,2210.17
1395,19-17,2,3,19,22.74,CP73,R4,90.62,2060.63
1395,19-22,2,3,19,12.41,CP73,R3,110.76,1374.59
1395,19-24,2,3,19,13.22,CP73,R2,111.64,1475.86
1395,20-01,2,4,20,24.2,CP48,P,115.98,2748.64
1395,20-03,2,4,20,23.25,CP48,R3,92.13,2142.05
1395,20-06,2,4,20,23.05,CP48,R4,94.02,2167.24
1395,20-07,2,4,20,23.35,CP48,R4,82.44,1925.05
1395,20-12,2,4,20,23.51,CP48,R4,93.36,2194.87
1395,20-18,2,4,20,11.05,CP69,R4,93.40,2058.64
1395,21-03,2,3,21,24.9,CP57,R4,93.04,2316.77
1395,21-04,2,3,21,23.49,CP69,R4,106.04,2490.86
1395,21-13,2,3,21,23.59,CP57,R4,90.74,2140.46
1395,21-14,2,3,21,23.54,CP57,R4,86.57,2037.92
1395,21-16,2,3,21,19.68,CP57,P,96.10,1862.46
1395,22-07,2,4,22,12.93,CP48,R4,80.23,1037.33
1395,23-01,2,3,23,13.27,CP69,R3,91.31,1211.73
1395,24-03,2,4,24,27.35,CP69,R4,97.92,2678.22
1395,24-13,2,4,24,26.92,CP69,R3,98.50,2651.60
1395,25-09,2,3,25,25.3,CP69,R2,116.05,2820.09
1395,25-15,2,3,25,19.25,CP69,R3,103.40,1938.71
1395,26-01,2,4,26,17.44,CP69,R3,105.93,1847.40
1395,26-02,2,4,26,24.8,CP69,R2,123.77,3069.50
1395,26-08,2,4,26,24.67,CP69,R3,91.65,2260.98
1395,26-11,2,4,26,16.92,CP69,R3,104.75,1772.34
1395,26-12,2,4,26,24.87,CP69,R3,108.37,2695.10
1395,27-04,2,3,27,23.75,CP69,R3,102.00,2422.60
1395,27-07,2,3,27,18.76,CP69,R3,104.99,1969.62
1396,01-22,1,1,1,22.72,CP57,R2,84.30,1915.22
1396,01-26,1,1,1,24.42,CP69,R4,92.88,2268.11
1396,01-30,1,1,1,23.11,CP69,R4,130.26,3010.32
1396,02-07,1,2,2,21.59,CP48,R4,76.93,1660.82
1396,02-11,1,2,2,25.26,CP48,R4,89.59,2262.73
1396,02-19,1,2,2,24.59,CP69,R3,111.66,2745.76
1396,02-23,1,2,2,24.56,CP69,R4,94.75,2327.10
1396,02-29,1,2,2,25.01,CP69,R4,83.42,2086.29
1396,02-39,1,2,2,14.43,CP69,R1,142.34,2054.01
1396,03-12,1,1,3,23.38,CP69,R4,88.27,2063.81
1396,03-16,1,1,3,23.14,CP69,R4,108.30,2506.12
1396,03-26,1,1,3,23,CP69,R4,88.67,2039.37
1396,03-28,1,1,3,2.41,CP69,R3,102.14,2067.31
1396,04-03,1,2,4,23.41,CP48,R4,71.37,1670.59
1396,04-11,1,2,4,23.6,CP48,R3,92.04,1807.78
1396,04-13,1,2,4,23.23,CP57,R4,76.12,1768.32
1396,04-17,1,2,4,23.01,CP69,R3,101.60,2337.73
1396,04-35,1,2,4,14.64,CP69,R4,100.45,1470.53
1396,05-03,1,1,5,24.51,CP57,R5,69.39,1561.93
1396,05-04,1,1,5,23.24,CP73,R4,69.10,1605.88
1396,05-06,1,1,5,23.4,CP69,R5,79.94,1870.67
1396,05-07,1,1,5,23.3,CP57,R4,68.32,1591.92
1396,05-19,1,1,5,22.89,CP73,R3,102.20,2339.46
1396,05-22,1,1,5,23.09,CP57,R4,73.30,1545.91
1396,05-23,1,1,5,23.04,CP69,R4,74.26,1710.72
1396,05-29,1,1,5,23.31,CP57,p,98.83,2303.74
1396,06-05,1,2,6,23.09,CP48,R5,75.42,1741.34
1396,06-06,1,2,6,23.8,CP48,R5,81.56,1941.07
1396,06-11,1,2,6,23.4,CP48,R5,67.95,1590.08
1396,07-10,1,1,7,22.98,CP73,p,106.82,2454.69
1396,07-18,1,1,7,13.12,CP73,R4,134.71,1409.04
1396,08-05,1,2,8,23.7,CP73,p,87.60,2076.04
1396,08-21,1,2,8,23.76,CP73,p,88.92,2112.67
